"f_stop_max","lens_type","f_stop_min","lens_mount","dp_review_link","focal_length","dp_lens_detail_link","year_released","lens_brand","msrp","msrp__002","lens_name"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX), Four Thirds, Pentax KAF, Sony/Minolta Alpha, Sony E, Samsung NX","null","14 ","https://www.dpreview.com/products/samyang/lenses/samyang_14_2p8","","Samyang","279.95 ","449.99","Samyang 14mm F2.8 IF ED MC Aspherical"
"F1.8","Prime lens","F22","Canon EF, Canon EF-M, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","20 ","https://www.dpreview.com/products/samyang/lenses/samyang_20_1p8_ed_as_umc","","Samyang","","","Samyang 20mm F1.8 ED AS UMC"
"F2","Prime lens","F22","Canon EF-M, Canon EF-S, Four Thirds, Fujifilm X, Micro Four Thirds, Nikon F (DX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","16 ","https://www.dpreview.com/products/samyang/lenses/samyang_16_2","Jun 13, 2013","Samyang","339.95 ","479.00","Samyang 16mm f/2.0 ED AS UMC CS"
"F2","Prime lens","F22","Canon EF-M, Fujifilm X, Micro Four Thirds, Samsung NX, Sony E","null","12 ","https://www.dpreview.com/products/samyang/lenses/samyang_12_2","Mar 21, 2014","Samyang","299.00 ","499.00","Samyang 12mm F2 NCS CS"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF2, Sony/Minolta Alpha, Sony E","null","12 ","https://www.dpreview.com/products/samyang/lenses/samyang_12_2p8_ed_as_ncs_fisheye","","Samyang","429.00 ","599.00","Samyang 12mm F2.8 ED AS NCS Fish-eye"
"F2.8","Prime lens","F22","Canon EF-M, Canon EF-S, Four Thirds, Fujifilm X, Micro Four Thirds, Nikon F (DX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","10 ","https://www.dpreview.com/products/samyang/lenses/samyang_10_2p8","","Samyang","379.00 ","529.00","Samyang 10mm F2.8 ED AS NCS CS"
"F3.5","Prime lens","F22","Micro Four Thirds","null","8 ","https://www.dpreview.com/products/samyang/lenses/samyang_7p5_3p5","","Samyang","228.43 ","326.00","Samyang 7.5mm F3.5 UMC Fisheye MFT"
"F3.5","Prime lens","F22","Canon EF-S, Four Thirds, Nikon F (DX), Pentax KAF, Samsung NX, Sony/Minolta Alpha","null","8 ","https://www.dpreview.com/products/samyang/lenses/samyang_8_3p5","","Samyang","249.00 ","329.99","Samyang 8mm F3.5 Aspherical IF MC Fisheye"
"F2.8","Prime lens","F22","Sony E, Samsung NX","null","8 ","https://www.dpreview.com/products/samyang/lenses/samyang_8_2p8","","Samyang","315.00","","Samyang 8mm F2.8 UMC Fisheye"
"F1.8","Prime lens","F11","Samsung NX-M","null","17 ","https://www.dpreview.com/products/samsung/lenses/samsung_m_17_1p8","Mar 19, 2014","Samsung","","","Samsung NX-M 17mm F1.8 OIS"
"F3.5","Prime lens","F13","Samsung NX-M","null","9 ","https://www.dpreview.com/products/samsung/lenses/samsung_m_9_3p5","Mar 19, 2014","Samsung","279.95","","Samsung NX-M 9mm F3.5 ED"
"F2.8","Prime lens","F22","Samsung NX","null","60 ","https://www.dpreview.com/products/samsung/lenses/samsung_60_2p8","Feb 21, 2011","Samsung","849.95","","Samsung NX 60mm F2.8 Macro ED OIS SSA"
"F3.5–5.6","Zoom lens","F11","Samsung NX-M","null","9–27 ","https://www.dpreview.com/products/samsung/lenses/samsung_m_9-27_3p5-5p6","Mar 19, 2014","Samsung","349.95","","Samsung NX-M 9-27mm F3.5-5.6 ED OIS"
"F1.4","Prime lens","F22","Samsung NX","null","85 ","https://www.dpreview.com/products/samsung/lenses/samsung_85_1p4","Feb 21, 2011","Samsung","989.09","","Samsung NX 85mm F1.4 ED SSA"
"F2","Prime lens","F22","Samsung NX","null","30 ","https://www.dpreview.com/products/samsung/lenses/samsung_30_2","","Samsung","419.89 ","449.00","Samsung NX 30mm F2 Pancake"
"F4–5.6","Zoom lens","F22","Samsung NX","null","50–200 ","https://www.dpreview.com/products/samsung/lenses/samsung_50-200_4-5p6_ois","","Samsung","349.99 ","459.95","Samsung NX 50-200mm F4-5.6 OIS"
"F1.8","Prime lens","F22","Samsung NX","null","45 ","https://www.dpreview.com/products/samsung/lenses/samsung_451p83d","","Samsung","479.95 ","499.99","Samsung NX 45mm F1.8 2D/3D"
"F1.8","Prime lens","F22","Samsung NX","null","45 ","https://www.dpreview.com/products/samsung/lenses/samsung_45_1p8","Sep 17, 2012","Samsung","445.00","","Samsung NX 45mm F1.8"
"F2.8","Prime lens","F22","Samsung NX","null","20 ","https://www.dpreview.com/products/samsung/lenses/samsung_20_2p8","Sep 14, 2010","Samsung","321.79","","Samsung NX 20mm F2.8 Pancake"
"F3.5–6.3","Zoom lens","F22","Samsung NX","null","18–200 ","https://www.dpreview.com/products/samsung/lenses/samsung_18-200_3p5-6p3","Feb 21, 2011","Samsung","945.00","","Samsung NX 18-200mm F3.5-6.3 ED OIS"
"F3.5–5.6","Zoom lens","F22","Samsung NX","null","20–50 ","https://www.dpreview.com/products/samsung/lenses/samsung_20-50_3p5-5p6","Sep 14, 2010","Samsung","","","Samsung NX 20-50mm F3.5-5.6 ED"
"F3.5–5.6","Zoom lens","F22","Samsung NX","null","16–50 ","https://www.dpreview.com/products/samsung/lenses/samsung_16_50_3p5-5p6_pz_ois","","Samsung","","","Samsung NX 16-50mm F3.5-5.6 Power Zoom ED OIS"
"F4–5.6","Zoom lens","F22","Samsung NX","null","19–37 ","https://www.dpreview.com/products/samsung/lenses/samsung_12-24_4-5p6","Sep 17, 2012","Samsung","995.00 ","1,206.49","Samsung NX 12-24mm F4-5.6 ED"
"F2–2.8","Zoom lens","F22","Samsung NX","null","16–50 ","https://www.dpreview.com/products/samsung/lenses/samsung_16_50_2-2p8_ois","","Samsung","","","Samsung NX 16-50mm F2.0-2.8 S ED OIS"
"F3.5–5.6","Zoom lens","F22","Samsung NX","null","18–55 ","https://www.dpreview.com/products/samsung/lenses/samsung_18-55_3p5-5p6","","Samsung","349.00 ","349.95","Samsung NX 18-55mm F3.5-5.6 OIS"
"F2.4","Prime lens","F22","Samsung NX","null","16 ","https://www.dpreview.com/products/samsung/lenses/samsung_16_2p4","Feb 21, 2011","Samsung","499.00","","Samsung NX 16mm F2.4 Pancake"
"F3.5","Prime lens","F22","Samsung NX","null","10 ","https://www.dpreview.com/products/samsung/lenses/samsung_10_3p5","Jun 11, 2013","Samsung","586.99 ","611.49","Samsung NX 10mm F3.5 Fisheye"
"F4–5.6","Zoom lens","F22–32","Pentax KAF2","null","50–200 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_50-200_4-5p6","","Samsung","","","Samsung D-Xenon 50-200 F4-5.6 ED"
"F2","Prime lens","F22","Pentax KAF2","null","35 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_35_2","","Samsung","271.95","","Samsung D-Xenon 35mm F2 AL"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF2","null","18–55 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_18-55_3p5-5p6","","Samsung","","","Samsung D-Xenon 18-55mm F3.5-5.6"
"F3.5–6.3","Zoom lens","F22–45","Pentax KAF2","null","18–250 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_18-250_3p5-6p3","","Samsung","","","Samsung D-Xenon 18-250mm F3.5-6.3"
"F4","Zoom lens","F22","Pentax KAF2","null","16–45 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_16-45_4","","Samsung","","","Samsung D-Xenon 16-45mm F4"
"F3.5–4.5","Zoom lens","F22–32","Pentax KAF2","null","10–17 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_10-17_3p5-4p5","","Samsung","","","Samsung D-Xenon 10-17mm F3.5-4.5 Fisheye"
"F2.8","Prime lens","F32","Pentax KAF2","null","100 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_100_2p8","","Samsung","","","Samsung D-Xenon 100mm F2.8 macro"
"F4","Zoom lens","F22","Pentax KAF2","null","12–24 ","https://www.dpreview.com/products/samsung/lenses/samsung_k_12-24_4","","Samsung","459.99","","Samsung D-Xenon 12-24mm F4 ED"
"F6.3","Prime lens","F6.3","Canon EF-M, Fujifilm X, Micro Four Thirds, Sony E","null","300 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_300_6p3_ed_umc_cs_ml","May 29, 2013","Rokinon","137.88 ","269.00","Rokinon Reflex 300mm F6.3 ED UMC CS (Mirrorless)"
"F3.5","Prime lens","F22","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","24 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_ts_24_3p5","Mar 13, 2013","Rokinon","699.00 ","729.00","Rokinon T-S 24mm F3.5 ED AS UMC"
"F2.8","Zoom lens","F22","Samsung NX","null","50–150 ","https://www.dpreview.com/products/samsung/lenses/samsung_50-150_2p8_s","Sep 15, 2014","Samsung","","","Samsung 50-150mm F2.8 S"
"F6.3","Prime lens","F6.3","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","300 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_300_6p3_ed_umc_cs","May 29, 2013","Rokinon","224.86 ","235.30","Rokinon Reflex 300mm F6.3 ED UMC CS (DSLR)"
"F2.8","Prime lens","F32","Canon EF, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","100 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_100_2p8_macro","","Rokinon","419.00 ","549.00","Rokinon 100mm F2.8 Macro"
"F2","Prime lens","F22","Canon EF, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","135 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_135_2p0_ed_umc","Jan 12, 2015","Rokinon","449.00 ","598.90","Rokinon 135mm F2.0 ED UMC"
"F1.4","Prime lens","F22","Canon EF, Four Thirds, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","85 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_85_1p4","","Rokinon","259.00 ","329.00","Rokinon 85mm F1.4"
"F1.4","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF, Sony/Minolta Alpha, Sony E","null","50 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_50_1p4","Sep 21, 2015","Rokinon","379.00 ","499.00","Rokinon 50mm F1.4 AS IF UMC"
"F1.2","Prime lens","F16","Canon EF-M, Fujifilm X, Micro Four Thirds, Sony E","null","50 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_50_1p2","Sep 21, 2015","Rokinon","388.00 ","415.75","Rokinon 50mm F1.2 AS UMC"
"F1.4","Prime lens","F22","Canon EF-M, Fujifilm X, Micro Four Thirds, Sony E","null","21 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_21_1p4","Sep 21, 2015","Rokinon","349.00 ","399.00","Rokinon 21mm F1.4 ED AS UMC"
"F1.4","Prime lens","F22","Canon EF, Nikon F (FX), Four Thirds, Pentax KAF, Sony/Minolta Alpha, Samsung NX","null","35 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_35_1p4","","Rokinon","198.66 ","499.00","Rokinon 35mm F1.4"
"F1.4","Prime lens","F22","Canon EF, Four Thirds, Fujifilm X, Micro Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","24 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_24_1p4","","Rokinon","449.00 ","559.95","Rokinon 24mm F1.4 Aspherical"
"F2.8","Prime lens","F22","Canon EF-S, Fujifilm X, Micro Four Thirds, Nikon F (DX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","10 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_10_2p8","Mar 21, 2014","Rokinon","349.00 ","599.99","Rokinon 10mm F2.8"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF, Sony E, Sony/Minolta Alpha DT","null","12 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_12_2p8_fisheye","Sep 10, 2014","Rokinon","399.00 ","599.00","Rokinon 12mm F2.8 ED AS IF NCS UMC Fisheye"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX), Four Thirds, Pentax KAF, Sony/Minolta Alpha, Samsung NX","null","14 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_14_2p8","","Rokinon","289.00 ","399.00","Rokinon 14mm F2.8 IF ED MC"
"F2","Prime lens","F22","Canon EF-M, Fujifilm X, Micro Four Thirds, Samsung NX, Sony E","null","12 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_12_2p0_ncs_cs","Mar 21, 2014","Rokinon","314.00 ","469.82","Rokinon 12mm F2.0 NCS CS"
"F3.5","Prime lens","F22","Canon EF-S, Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha","null","8 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_8_3p5_hd","","Rokinon","199.95 ","279.00","Rokinon 8mm F3.5 Aspherical Fisheye (HD)"
"F2","Prime lens","F22","Canon EF-M, Canon EF-S, Four Thirds, Fujifilm X, Micro Four Thirds, Nikon F (DX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","16 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_16_2","Jun 13, 2013","Rokinon","131.41 ","375.00","Rokinon 16mm F2.0 ED AS UMC CS"
"F3.5","Prime lens","F22","Canon EF-S, Four Thirds, Nikon F (FX), Pentax KAF, Samsung NX, Sony/Minolta Alpha, Sony E","null","8 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_8_3p5","","Rokinon","199.00 ","299.00","Rokinon 8mm F3.5 Aspherical Fisheye"
"F2.8","Prime lens","F22","Sony E","null","8 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_8_2p8","","Rokinon","299.99 ","329.00","Rokinon 8mm F2.8 UMC Aspherical Fisheye"
"F3.5","Prime lens","F22","Micro Four Thirds","null","8 ","https://www.dpreview.com/products/rokinon/lenses/rokinon_7p5_3p5","","Rokinon","249.00","","Rokinon 7.5mm F3.5 UMC Fisheye CS"
"F1.8","Prime lens","F22","Pentax KAF","null","31 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_fa_31_1p8_ltd","","Pentax","996.95","","Pentax smc FA 31mm F1.8 AL Limited"
"F1.8","Prime lens","F22","Pentax KAF","null","77 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_fa_77_1p8_ltd","","Pentax","700.00","","Pentax smc FA 77mm 1.8 Limited"
"F4","Prime lens","F32","Pentax KAF2","null","300 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_300_4_if","Jan 23, 2008","Pentax","1,085.66","","Pentax smc DA* 300mm F4.0 ED (IF) SDM"
"F2.8","Prime lens","F22","Pentax KAF","null","200 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_200_2p8_if","Jan 23, 2008","Pentax","842.79 ","924.09","Pentax smc DA* 200mm F2.8 ED (IF) SDM"
"F4","Zoom lens","F32","Pentax KAF2","null","60–250 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_60-250_4_if","Sep 22, 2008","Pentax","1,152.79 ","1,205.99","Pentax smc DA* 60-250mm F4.0 ED (IF) SDM"
"F1.9","Prime lens","F22","Pentax KAF","null","43 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_fa_43_1p9_ltd","","Pentax","484.99","","Pentax smc FA 43mm F1.9 Limited"
"F1.4","Prime lens","F22","Pentax KAF","https://www.dpreview.com/reviews/pentax-50-1p4-p15","50 ","https://www.dpreview.com/products/pentax/lenses/pentax_50_1p4","","Pentax","271.95","","Pentax smc FA 50mm F1.4"
"F2.8","Zoom lens","F22","Pentax KAF2","null","50–135 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_50-135_2p8_if","Feb 21, 2007","Pentax","867.00","","Pentax smc DA* 50-135mm F2.8 ED (IF) SDM"
"F2.4","Prime lens","F22","Pentax KAF","null","70 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_70_2p4_ltd","Sep 13, 2006","Pentax","433.92","","Pentax smc DA 70mm F2.4 AL Limited"
"F1.8","Prime lens","F22","Pentax KAF","null","50 ","https://www.dpreview.com/products/pentax/lenses/pentax_50_1p8","May 21, 2012","Pentax","180.90","","Pentax smc DA 50mm F1.8"
"F1.4","Prime lens","F22","Pentax KAF3","https://www.dpreview.com/reviews/pentax-55-1p4-p15","55 ","https://www.dpreview.com/products/pentax/lenses/pentax_55_1p4","Sep 22, 2008","Pentax","633.00","","Pentax smc DA* 55mm F1.4 SDM"
"F2.8","Zoom lens","F22","Pentax KAF2","null","16–50 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_16-50_2p8_if","Feb 21, 2007","Pentax","781.79","","Pentax smc DA* 16-50mm F2.8 ED AL (IF) SDM"
"F4–5.8","Zoom lens","F22–32","Pentax KAF","null","55–300 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_55-300_4-5p8","Jan 23, 2008","Pentax","437.28","","Pentax smc DA 55-300mm F4.0-5.8 ED"
"F4–5.6","Zoom lens","F22–32","Pentax KAF","null","50–200 ","https://www.dpreview.com/products/pentax/lenses/pentax_50-200_4-5p6_wr","May 20, 2009","Pentax","165.00 ","196.95","Pentax smc DA 50-200mm F4-5.6 ED WR"
"F2.8","Prime lens","F22","Pentax KAF","null","40 ","https://www.dpreview.com/products/pentax/lenses/pentax_xs_40_2","","Pentax","172.99 ","205.50","Pentax smc DA 40mm F2.8 XS Lens"
"F2.8","Prime lens","F22","Pentax KAF","null","40 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_40_2p8_ltd","Dec 15, 2004","Pentax","359.90 ","439.53","Pentax smc DA 40mm F2.8 Limited"
"F4–5.6","Zoom lens","F22–32","Pentax KAF","null","50–200 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_50-200_4-5p6","Feb 18, 2005","Pentax","200.20","","Pentax smc DA 50-200mm F4-5.6 ED"
"F2.4","Prime lens","F22","Pentax KAF","null","35 ","https://www.dpreview.com/products/pentax/lenses/pentax_35_2p4","","Pentax","144.90","","Pentax smc DA 35mm F2.4 AL"
"F3.2","Prime lens","F22","Pentax KAF","null","21 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_21_3p2_ltd","Feb 13, 2006","Pentax","1,145.04","","Pentax smc DA 21mm F3.2 AL Limited"
"F3.5–6.3","Zoom lens","F22–45","Pentax KAF","null","18–270 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_18-270_3p5-6p3","Sep 10, 2012","Pentax","454.23","","Pentax smc DA 18-270mm F3.5-6.3 ED SDM"
"F2.8","Prime lens","F22","Pentax KAF","null","35 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_35_2p8_ltd","Jan 23, 2008","Pentax","594.40","","Pentax smc DA 35mm F2.8 Macro Limited"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF3","null","18–135 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_18-135_3p5-5p6_wr","Sep 20, 2010","Pentax","297.99 ","613.31","Pentax smc DA 18-135mm F3.5-5.6ED AL [IF] DC WR"
"F3.5–6.3","Zoom lens","F22–45","Pentax KAF","null","18–250 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_18-250_3p5-6p3","","Pentax","","","Pentax smc DA 18-250mm F3.5-6.3"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF","null","18–55 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_18-55_3p5-5p6_ii","Jan 23, 2008","Pentax","","","Pentax smc DA 18-55mm F3.5-5.6 ED AL II (IF)"
"F4","Zoom lens","F22","Pentax KAF3","null","17–70 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_17-70_4_if","","Pentax","362.27","","Pentax smc DA 17-70mm F4.0 AL (IF) SDM"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF","https://www.dpreview.com/reviews/pentax-18-55-3p5-5p6-p15","18–55 ","https://www.dpreview.com/products/pentax/lenses/pentax_18-55_3p5-5p6","Sep 13, 2004","Pentax","","","Pentax smc DA 18-55mm F3.5-5.6 AL"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF","null","18–55 ","https://www.dpreview.com/products/pentax/lenses/pentax_18-55_3p5-5p6_wr","May 20, 2009","Pentax","210.10 ","235.10","Pentax smc DA 18-55mm F3.5-5.6 AL WR"
"F3.5–4.5","Zoom lens","F22–32","Pentax KAF","null","10–17 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_10-17_3p5-4p5_if_fe","","Pentax","","","Pentax smc DA 10-17mm F3.5-4.5 ED (IF) Fisheye"
"F4","Zoom lens","F22","Pentax KAF","https://www.dpreview.com/reviews/pentax-16-45-4-p15","16–45 ","https://www.dpreview.com/products/pentax/lenses/pentax_16-45_4","","Pentax","459.95","","Pentax smc DA 16-45mm F4 ED AL"
"F4","Prime lens","F22","Pentax KAF","https://www.dpreview.com/reviews/pentax-15-4-p15","15 ","https://www.dpreview.com/products/pentax/lenses/pentax_15_4","","Pentax","490.19","","Pentax smc DA 15mm F4 ED AL Limited"
"F2.8","Prime lens","F32","Pentax KAF","null","100 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_dfa_100_2p8_wr","","Pentax","523.73","","Pentax smc D-FA 100mm F2.8 Macro WR"
"F2.8","Prime lens","F32","Pentax KAF","null","100 ","https://www.dpreview.com/products/pentax/lenses/pentax_100_2p8","","Pentax","553.29","","Pentax smc D-FA 100mm F2.8 macro"
"F2.8","Prime lens","F32","Pentax KAF","null","50 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_dfa_50_2p8","","Pentax","1,602.00","","Pentax smc D-FA 50mm F2.8 Macro"
"F2.8","Prime lens","F22","Pentax 645AF2","null","55 ","https://www.dpreview.com/products/pentax/lenses/pentax_55_2p8_645","","Pentax","962.69","","Pentax smc D FA 645 55mm F2.8 AL (IF) SDM AW"
"F2.8","Prime lens","F22","Pentax KAF","null","14 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_14_2p8_if","","Pentax","646.00","","Pentax smc DA 14mm F2.8 ED (IF)"
"F4","Prime lens","F32","Pentax 645AF2","null","25 ","https://www.dpreview.com/products/pentax/lenses/pentax_25_4_645","","Pentax","","","Pentax smc D FA 645 25mm F4 AL (IF) SDM AW"
"F4","Zoom lens","F22","Pentax KAF","null","12–24 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_12-24_4_if","Mar 15, 2005","Pentax","675.00","","Pentax smc DA 12-24mm F4.0 ED AL (IF)"
"F9","Prime lens","F9","Pentax Q","null","12 ","https://www.dpreview.com/products/pentax/lenses/pentax_q_07","Jun 12, 2013","Pentax","26.16","","Pentax 07 Mount Shield Lens"
"F3.7–4","Zoom lens","","Pentax Q","null","18–27 ","https://www.dpreview.com/products/pentax/lenses/pentax_q_08","","Pentax","320.62","","Pentax 08 Wide Zoom"
"F5.6","Prime lens","F45","Pentax KAF3","null","560 ","https://www.dpreview.com/products/pentax/lenses/pentax_560_5p6","Sep 10, 2012","Pentax","4,327.67","","Pentax HD DA 560mm F5.6 ED AW"
"F2.8","Zoom lens","F22","Pentax KAF3","null","70–200 ","https://www.dpreview.com/products/pentax/lenses/pentax_d_fa_70-200_f2p8_ed_dc_aw","","Pentax","1,596.95 ","2,000.00","Pentax D FA* 70-200mm F2.8ED DC AW"
"F2.8","Zoom lens","","Pentax Q","null","15–45 ","https://www.dpreview.com/products/pentax/lenses/pentax_q_06","Sep 10, 2012","Pentax","98.64 ","9,998.99","Pentax 06 Telephoto 15-45mm"
"F4–5.6","Zoom lens","F22–32","Pentax KAF3","null","18–50 ","https://www.dpreview.com/products/pentax/lenses/pentax_da_18-50_4p5-5p6_dc_wr_re","","Pentax","260.84","","Pentax DA 18-50mm F4.5-5.6 DC WR RE"
